11,7,7,at the math mentor desk
73,70,28,left front
124,113,5,at courtyard table
74,70,1,is that Kristen..?
1718,3357,5,
2302,7506,58,
2742,9709,185,
2743,9709,150,
2750,9701,150,
2751,9701,154,
3215,6638,8,
8852,30627,312,
8855,30634,241,
9795,37636,334,
9819,35198,224,
10123,34357,8,
10628,38227,18,
10634,38248,8,
10635,38262,192,
11053,38992,150,
11066,39028,413,
11639,40027,380,
11644,40038,380,
11645,40038,382,
9794,37636,189,
11666,40704,189,
